frame_number,label_m,pred_m,triangle_m,ml_direction
1114,31.865725,30.375286,32.158375,-1
1115,31.780897,30.253702,32.093540,-1
1116,31.698139,30.129881,32.028706,-1
1117,31.617411,30.032881,31.963871,-1
1118,31.538698,29.978603,31.899035,-1
1119,31.462442,29.958279,31.834200,0
1120,31.388248,29.953398,31.769363,0
1121,31.315918,29.952662,31.704529,0
1122,31.245413,29.952593,31.639692,0
1123,31.176687,29.952591,31.574858,0
1124,31.110033,29.952591,31.510023,0
1125,31.045202,29.952591,31.445187,0
1126,30.981928,29.952591,31.380352,0
1127,30.920156,29.952591,31.315516,0
1128,30.859827,29.952591,31.250681,0
1129,30.801083,29.952589,31.185844,0
1130,30.743793,29.952539,31.121010,0
1131,30.687670,29.952137,31.056173,0
1132,30.632648,29.950085,30.991339,0
1133,30.578655,29.943258,30.926504,-1
1134,30.525711,29.927757,30.861668,-1
1135,30.473757,29.902300,30.796833,-1
1136,30.422523,29.869478,30.731997,-1
1137,30.371935,29.832808,30.667162,-1
1138,30.321920,29.793903,30.602325,-1
1139,30.272421,29.752092,30.537491,-1
1140,30.223375,29.704876,30.472654,-1
1141,30.174582,29.648621,30.407820,-1
1142,30.125967,29.579796,30.342985,-1
1143,30.077456,29.496534,30.278149,-1
1144,30.028954,29.400000,30.213314,-1
1145,29.980326,29.295082,30.148478,-1
1146,29.931486,29.190460,30.083643,-1
1147,29.882357,29.098150,30.018806,-1
1148,29.832878,29.030403,29.953972,-1
1149,29.782959,28.992105,29.889135,-1
1150,29.732344,28.976538,29.824301,0
1151,29.681093,28.972210,29.759466,0
1152,29.629137,28.971399,29.694630,0
1153,29.576431,28.971046,29.629795,0
1154,29.522907,28.969015,29.564959,0
1155,29.468222,28.959349,29.500124,-1
1156,29.412529,28.929502,29.435287,-1
1157,29.355795,28.865877,29.370453,-1
1158,29.297989,28.764486,29.305618,-1
1159,29.239058,28.633360,29.240782,-1
1160,29.178654,28.486959,29.175947,-1
1161,29.116932,28.343084,29.111111,-1
1162,29.053932,28.222382,29.046276,-1
1163,28.989649,28.141708,28.981440,-1
1164,28.924047,28.102182,28.916605,-1
1165,28.856806,28.089022,28.851768,0
1166,28.788048,28.086214,28.786934,0
1167,28.717909,28.085846,28.722099,0
1168,28.646370,28.085812,28.657263,0
1169,28.573442,28.085667,28.592428,0
1170,28.498871,28.084381,28.527592,0
1171,28.422709,28.077259,28.462757,-1
1172,28.345167,28.051426,28.397921,-1
1173,28.266245,27.988098,28.333086,-1
1174,28.185980,27.878201,28.268250,-1
1175,28.104204,27.733509,28.203415,-1
1176,28.020891,27.576441,28.138580,-1
1177,27.936314,27.425455,28.073744,-1
1178,27.850487,27.291376,28.008909,-1
1179,27.763470,27.179070,27.944073,-1
1180,27.675182,27.089006,27.879238,-1
1181,27.585529,27.018494,27.814402,-1
1182,27.494823,26.962824,27.749567,-1
1183,27.403093,26.916342,27.684731,-1
1184,27.310408,26.873388,27.619896,-1
1185,27.216757,26.829041,27.555061,-1
1186,27.122028,26.779629,27.490225,-1
1187,27.026537,26.722883,27.425390,-1
1188,26.930323,26.657795,27.360554,-1
1189,26.833447,26.584385,27.295719,-1
1190,26.735968,26.503572,27.230883,-1
1191,26.637804,26.417164,27.166048,-1
1192,26.539219,26.327816,27.101212,-1
1193,26.440262,26.238674,27.036377,-1
1194,26.341000,26.152596,26.971542,-1
1195,26.241505,26.071213,26.906706,-1
1196,26.141813,25.994230,26.841871,-1
1197,26.042076,25.919401,26.777035,-1
1198,25.942345,25.843281,26.712200,-1
1199,25.842691,25.762396,26.647364,-1
1200,25.743193,25.674410,26.582529,-1
1201,25.643990,25.578745,26.517694,-1
1202,25.545122,25.476597,26.452858,-1
1203,25.446657,25.370409,26.388023,-1
1204,25.348652,25.263105,26.323187,-1
1205,25.251173,25.157362,26.258352,-1
1206,25.154423,25.055037,26.193516,-1
1207,25.058426,24.956839,26.128681,-1
1208,24.963179,24.862259,26.063845,-1
1209,24.868734,24.769747,25.999010,-1
1210,24.775152,24.677177,25.934175,-1
1211,24.682648,24.582539,25.869339,-1
1212,24.591259,24.484648,25.804504,-1
1213,24.500904,24.383709,25.739668,-1
1214,24.411629,24.281487,25.674833,-1
1215,24.323454,24.180964,25.609997,-1
1216,24.236595,24.085554,25.545162,-1
1217,24.151127,23.998116,25.480326,-1
1218,24.066874,23.920155,25.415491,-1
1219,23.983858,23.851482,25.350657,-1
1220,23.902084,23.790461,25.285820,-1
1221,23.821705,23.734678,25.220985,-1
1222,23.742870,23.681707,25.156149,-1
1223,23.665302,23.629713,25.091314,-1
1224,23.588997,23.577686,25.026478,-1
1225,23.513931,23.525398,24.961643,-1
1226,23.440176,23.473148,24.896807,-1
1227,23.367939,23.421423,24.831972,-1
1228,23.296858,23.370535,24.767138,-1
1229,23.226921,23.320272,24.702301,-1
1230,23.158072,23.269629,24.637466,-1
1231,23.090303,23.216692,24.572630,-1
1232,23.023808,23.158792,24.507795,-1
1233,22.958210,23.092916,24.442959,-1
1234,22.893467,23.016256,24.378124,-1
1235,22.829504,22.926834,24.313290,-1
1236,22.766256,22.824013,24.248453,-1
1237,22.703814,22.708818,24.183619,-1
1238,22.641874,22.583992,24.118782,-1
1239,22.580364,22.453724,24.053947,-1
1240,22.519188,22.323076,23.989111,-1
1241,22.458258,22.197187,23.924276,-1
1242,22.397490,22.080490,23.859440,-1
1243,22.336700,21.976152,23.794605,-1
1244,22.275808,21.885946,23.729771,-1
1245,22.214708,21.810482,23.664934,-1
1246,22.153299,21.749683,23.600100,-1
1247,22.091370,21.703157,23.535263,-1
1248,22.028816,21.670263,23.470428,-1
1249,21.965576,21.649740,23.405592,-1
1250,21.901566,21.639048,23.340757,0
1251,21.836676,21.634140,23.275921,0
1252,21.770628,21.629841,23.211086,0
1253,21.703329,21.620077,23.146252,-1
1254,21.634802,21.598431,23.081415,-1
1255,21.564991,21.559690,23.016581,-1
1256,21.493811,21.501335,22.951744,-1
1257,21.420979,21.424013,22.886909,-1
1258,21.346331,21.331335,22.822073,-1
1259,21.270056,21.229015,22.757238,-1
1260,21.192123,21.123573,22.692402,-1
1261,21.112478,21.020864,22.627567,-1
1262,21.030880,20.924898,22.562733,-1
1263,20.947094,20.837214,22.497896,-1
1264,20.861460,20.756859,22.433062,-1
1265,20.773987,20.680914,22.368225,-1
1266,20.684652,20.605284,22.303391,-1
1267,20.593323,20.525610,22.238554,-1
1268,20.499670,20.438145,22.173719,-1
1269,20.404171,20.340513,22.108885,-1
1270,20.306854,20.232244,22.044048,-1
1271,20.207756,20.114901,21.979214,-1
1272,20.106840,19.991764,21.914377,-1
1273,20.003731,19.867043,21.849543,-1
1274,19.898975,19.744854,21.784706,-1
1275,19.792631,19.628321,21.719872,-1
1276,19.684765,19.519081,21.655035,-1
1277,19.575417,19.417377,21.590200,-1
1278,19.464264,19.322535,21.525366,-1
1279,19.351805,19.233618,21.460529,-1
1280,19.238131,19.149910,21.395695,-1
1281,19.123318,19.071026,21.330858,-1
1282,19.007433,18.996660,21.266024,-1
1283,18.890312,18.926104,21.201187,-1
1284,18.772289,18.857759,21.136353,-1
1285,18.653488,18.788889,21.071516,-1
1286,18.533991,18.715702,21.006681,-1
1287,18.413860,18.633814,20.941847,-1
1288,18.293072,18.538980,20.877010,-1
1289,18.171822,18.427919,20.812176,-1
1290,18.050230,18.299047,20.747339,-1
1291,17.928375,18.152870,20.682505,-1
1292,17.806316,17.991991,20.617668,-1
1293,17.684109,17.820704,20.552834,-1
1294,17.561874,17.644316,20.487997,-1
1295,17.439699,17.468355,20.423162,-1
1296,17.317629,17.297844,20.358328,-1
1297,17.195736,17.136749,20.293491,-1
1298,17.074100,16.987686,20.228657,-1
1299,16.952839,16.851891,20.163820,-1
1300,16.831970,16.729391,20.098986,-1
1301,16.711525,16.619286,20.034149,-1
1302,16.591574,16.519932,19.969315,-1
1303,16.472212,16.428974,19.904480,-1
1304,16.353592,16.343241,19.839643,-1
1305,16.235649,16.258610,19.774809,-1
1306,16.118414,16.170055,19.709972,-1
1307,16.001951,16.072104,19.645138,-1
1308,15.886355,15.959694,19.580301,-1
1309,15.771822,15.829397,19.515467,-1
1310,15.658232,15.680617,19.450630,-1
1311,15.545595,15.516332,19.385796,-1
1312,15.433969,15.342963,19.320961,-1
1313,15.323424,15.169211,19.256124,-1
1314,15.214278,15.004105,19.191290,-1
1315,15.106296,14.854903,19.126453,-1
1316,14.999504,14.725583,19.061619,-1
1317,14.893929,14.616405,18.996782,-1
1318,14.789610,14.524604,18.931948,-1
1319,14.686969,14.445786,18.867111,-1
1320,14.585678,14.375391,18.802277,-1
1321,14.485735,14.309734,18.737442,-1
1322,14.387151,14.246400,18.672606,-1
1323,14.289957,14.184093,18.607771,-1
1324,14.194536,14.122231,18.542934,-1
1325,14.100604,14.060531,18.478100,-1
1326,14.008085,13.998733,18.413263,-1
1327,13.916966,13.936526,18.348429,-1
1328,13.827256,13.873588,18.283592,-1
1329,13.739263,13.809711,18.218758,-1
1330,13.652725,13.744912,18.153923,-1
1331,13.567531,13.679516,18.089087,-1
1332,13.483628,13.614104,18.024252,-1
1333,13.400998,13.549362,17.959415,-1
1334,13.319814,13.485792,17.894581,-1
1335,13.239894,13.423352,17.829744,-1
1336,13.161054,13.361075,17.764910,-1
1337,13.083215,13.296733,17.700073,-1
1338,13.006322,13.226585,17.635239,-1
1339,12.930417,13.145309,17.570404,-1
1340,12.855355,13.046249,17.505568,-1
1341,12.780940,12.922168,17.440733,-1
1342,12.707066,12.766581,17.375896,-1
1343,12.633635,12.575675,17.311062,-1
1344,12.560586,12.350437,17.246225,-1
1345,12.487755,12.098504,17.181391,-1
1346,12.414992,11.835594,17.116556,-1
1347,12.342180,11.586710,17.051720,-1
1348,12.269207,11.383759,16.986885,-1
1349,12.195950,11.251471,16.922049,-1
1350,12.122152,11.188015,16.857214,-1
1351,12.047782,11.167229,16.792377,0
1352,11.972747,11.162846,16.727543,0
1353,11.896933,11.162277,16.662706,0
1354,11.820205,11.162237,16.597872,0
1355,11.742173,11.162237,16.533037,0
1356,11.662998,11.162209,16.468201,0
1357,11.582605,11.161837,16.403366,0
1358,11.500908,11.159022,16.338530,-1
1359,11.417846,11.146024,16.273695,-1
1360,11.332850,11.107823,16.208858,-1
1361,11.246319,11.031874,16.144024,-1
1362,11.158218,10.921115,16.079187,-1
1363,11.068508,10.791364,16.014353,-1
1364,10.977152,10.659337,15.949517,-1
1365,10.883668,10.536731,15.884682,-1
1366,10.788458,10.429802,15.819846,-1
1367,10.691604,10.339421,15.755012,-1
1368,10.593114,10.261255,15.690176,-1
1369,10.493002,10.187104,15.625340,-1
1370,10.390945,10.107352,15.560505,-1
1371,10.287275,10.013799,15.495669,-1
1372,10.182180,9.901970,15.430834,-1
1373,10.075717,9.772274,15.365998,-1
1374,9.967946,9.629794,15.301163,-1
1375,9.858732,9.482907,15.236327,-1
1376,9.748334,9.341140,15.171493,-1
1377,9.636959,9.212872,15.106657,-1
1378,9.524719,9.103497,15.041821,-1
1379,9.411696,9.014506,14.976986,-1
1380,9.297918,8.943682,14.912150,-1
1381,9.183573,8.886181,14.847315,-1
1382,9.068851,8.836062,14.782479,-1
1383,8.953872,8.787672,14.717644,-1
1384,8.838715,8.736496,14.652809,-1
1385,8.723502,8.679375,14.587974,-1
1386,8.608410,8.614202,14.523138,-1
1387,8.493521,8.539420,14.458302,-1
1388,8.378939,8.453650,14.393467,-1
1389,8.264739,8.355682,14.328631,-1
1390,8.151034,8.244982,14.263796,-1
1391,8.038059,8.122771,14.198960,-1
1392,7.925742,7.994470,14.134125,-1
1393,7.814155,7.873738,14.069290,-1
1394,7.703340,7.781164,14.004455,-1
1395,7.593371,7.728960,13.939619,-1
1396,7.484540,7.708932,13.874784,0
1397,7.376634,7.703936,13.809948,0
1398,7.269666,7.703143,13.745112,0
1399,7.163674,7.703064,13.680277,0
1400,7.058661,7.703061,13.615441,0
1401,6.954973,7.703061,13.550606,0
1402,6.852286,7.703061,13.485771,0
1403,6.750592,7.703061,13.420936,0
1404,6.649900,7.703061,13.356100,0
1405,6.550182,7.703061,13.291265,0
1406,6.451736,7.703037,13.226429,0
1407,6.354272,7.702728,13.161593,0
1408,6.257737,7.700442,13.096758,-1
1409,6.162127,7.690311,13.031922,-1
1410,6.067418,7.662489,12.967088,-1
1411,5.973791,7.612966,12.902252,-1
1412,5.881080,7.552230,12.837417,-1
1413,5.789184,7.497076,12.772581,-1
1414,5.698095,7.457255,12.707746,-1
1415,5.607787,7.432474,12.642910,-1
1416,5.518380,7.416678,12.578074,-1
1417,5.429794,7.403134,12.513239,-1
1418,5.341909,7.388169,12.448403,-1
1419,5.254721,7.372437,12.383569,-1
1420,5.168206,7.358942,12.318733,-1
1421,5.082444,7.348505,12.253898,-1
1422,4.997426,7.335014,12.189062,-1
1423,4.913025,7.302928,12.124227,-1
1424,4.829224,7.229012,12.059391,-1
1425,4.746022,7.088940,11.994555,-1
1426,4.663465,6.866338,11.929720,-1
1427,4.581594,6.560124,11.864885,-1
1428,4.500281,6.186939,11.800050,-1
1429,4.419511,5.777428,11.735214,-1
1430,4.339290,5.367880,11.670379,-1
1431,4.259650,4.990693,11.605543,-1
1432,4.180661,4.667319,11.540708,-1
1433,4.102205,4.405721,11.475872,-1
1434,4.024268,4.202183,11.411036,-1
1435,3.946862,4.045721,11.346201,-1
1436,3.870003,3.922909,11.281366,-1
1437,3.793816,3.821536,11.216531,-1
1438,3.718165,3.732489,11.151695,-1
1439,3.643045,3.650085,11.086860,-1
1440,3.568475,3.571442,11.022024,-1
1441,3.494456,3.495510,10.957189,-1
1442,3.421174,3.422161,10.892353,-1
1443,3.348476,3.351566,10.827518,-1
1444,3.276371,3.283909,10.762683,-1
1445,3.204865,3.219373,10.697847,-1
1446,3.133979,3.158214,10.633012,-1
1447,3.063920,3.100851,10.568176,-1
1448,2.994562,3.047871,10.503341,-1
1449,2.925895,2.999940,10.438505,-1
1450,2.857931,2.957589,10.373670,-1
1451,2.790701,2.920897,10.308834,-1
1452,2.724425,2.889114,10.243999,-1
1453,2.659005,2.860327,10.179164,-1
1454,2.594403,2.831370,10.114328,-1
1455,2.530639,2.798167,10.049493,-1
1456,2.467745,2.756667,9.984657,-1
1457,2.405956,2.704579,9.919822,-1
1458,2.345203,2.644260,9.854986,-1
1459,2.285429,2.585255,9.790151,-1
1460,2.226652,2.540791,9.725315,-1
1461,2.168900,2.517092,9.660480,0
1462,2.112399,2.508754,9.595645,0
1463,2.057139,2.506914,9.530809,0
1464,2.003002,2.506668,9.465974,0
1465,1.950005,2.506649,9.401138,0
1466,1.898174,2.506649,9.336303,0
1467,1.847690,2.506649,9.271467,0
1468,1.798648,2.506649,9.206632,0
1469,1.750859,2.506649,9.141796,0
1470,1.704331,2.506649,9.076962,0
1471,1.659072,2.506633,9.012126,0
1472,1.615244,2.506418,8.947290,0
1473,1.573013,2.504821,8.882455,0
1474,1.532107,2.497640,8.817619,-1
1475,1.492530,2.477213,8.752784,-1
1476,1.454280,2.437626,8.687948,-1
1477,1.417453,2.379189,8.623113,-1
1478,1.382313,2.304820,8.558278,-1
1479,1.348501,2.216684,8.493443,-1
1480,1.316016,2.118205,8.428607,-1
1481,1.284840,2.015549,8.363771,-1
1482,1.254995,1.915851,8.298936,-1
1483,1.226807,1.824258,8.234100,-1
1484,1.199863,1.742070,8.169265,-1
1485,1.174143,1.666897,8.104429,-1
1486,1.149612,1.594500,8.039594,-1
1487,1.126249,1.521150,7.974759,-1
1488,1.104332,1.445363,7.909923,-1
1489,1.083488,1.368331,7.845088,-1
1490,1.063654,1.293142,7.780252,-1
1491,1.044782,1.223380,7.715417,-1
1492,1.026821,1.161854,7.650581,-1
1493,1.009928,1.109921,7.585746,-1
1494,0.993834,1.067481,7.520911,-1
1495,0.978436,1.033417,7.456075,-1
1496,0.963670,1.006145,7.391240,-1
1497,0.949473,0.984043,7.326405,-1
1498,0.935877,0.965641,7.261569,-1
1499,0.922703,0.949661,7.196733,-1
1500,0.909844,0.935004,7.131898,-1
1501,0.897232,0.920735,7.067062,-1
1502,0.884799,0.906102,7.002227,-1
1503,0.872483,0.890543,6.937392,-1
1504,0.860172,0.873682,6.872556,-1
1505,0.847790,0.855291,6.807721,-1
1506,0.835284,0.835254,6.742886,-1
1507,0.822593,0.813538,6.678050,-1
1508,0.809619,0.790198,6.613214,-1
1509,0.796270,0.765370,6.548379,-1
1510,0.782547,0.739268,6.483544,-1
1511,0.768415,0.712159,6.418708,-1
1512,0.753837,0.684347,6.353873,-1
1513,0.738730,0.656181,6.289037,-1
1514,0.723002,0.628077,6.224202,-1
1515,0.706742,0.600524,6.159367,-1
1516,0.689943,0.574042,6.094531,-1
1517,0.672599,0.549070,6.029696,-1
1518,0.654678,0.525842,5.964860,-1
1519,0.636091,0.504307,5.900025,-1
1520,0.616992,0.484159,5.835189,-1
1521,0.597405,0.464985,5.770354,-1
1522,0.577353,0.446457,5.705518,-1
1523,0.556857,0.428501,5.640683,-1
1524,0.535867,0.411341,5.575848,-1
1525,0.514551,0.395401,5.511012,-1
1526,0.492952,0.381118,5.446177,-1
1527,0.471117,0.368723,5.381341,-1
1528,0.449094,0.358084,5.316506,0
1529,0.426922,0.348680,5.251670,0
1530,0.404712,0.339706,5.186835,0
1531,0.382515,0.330296,5.121999,-1
1532,0.360387,0.319779,5.057164,-1
1533,0.338379,0.307892,4.992329,-1
1534,0.316617,0.294876,4.927493,-1
1535,0.295141,0.281404,4.862658,-1
1536,0.273981,0.268358,4.797822,-1
1537,0.253183,0.256515,4.732987,-1
1538,0.232796,0.246250,4.668151,0
1539,0.212976,0.237375,4.603316,0
1540,0.193724,0.229176,4.538481,0
1541,0.175023,0.220658,4.473645,0
1542,0.156906,0.210897,4.408810,-1
1543,0.139398,0.199368,4.343974,-1
1544,0.122647,0.186110,4.279139,-1
1545,0.106647,0.171691,4.214303,-1
1546,0.091323,0.157020,4.149468,-1
1547,0.076685,0.143156,4.084632,-1
1548,0.062739,0.131260,4.019797,0
1549,0.049593,0.122474,3.954962,0
1550,0.037256,0.117309,3.890126,0
1551,0.025604,0.115073,3.825291,0
1552,0.014625,0.114405,3.760455,0
1553,0.004312,0.114274,3.695620,0
1554,-0.005278,0.114257,3.630785,0
1555,-0.014110,0.114256,3.565949,0
1556,-0.022340,0.114252,3.501114,0
1557,-0.029987,0.114203,3.436278,0
1558,-0.037071,0.113865,3.371443,0
1559,-0.043578,0.112434,3.306607,0
1560,-0.049453,0.108566,3.241772,0
1561,-0.054854,0.101604,3.176936,0
1562,-0.059805,0.092629,3.112101,0
1563,-0.064328,0.083586,3.047266,0
1564,-0.068435,0.075883,2.982430,0
1565,-0.072066,0.070057,2.917595,0
1566,-0.075359,0.066037,2.852759,0
1567,-0.078336,0.063434,2.787924,0
1568,-0.081018,0.061753,2.723088,0
1569,-0.083427,0.060540,2.658253,0
1570,-0.085515,0.059435,2.593417,0
1571,-0.087382,0.058172,2.528582,0
1572,-0.089050,0.056568,2.463747,0
1573,-0.090536,0.054573,2.398911,0
1574,-0.091850,0.052404,2.334076,0
1575,-0.092974,0.050573,2.269240,0
1576,-0.093961,0.049489,2.204405,0
1577,-0.094830,0.049070,2.139570,0
1578,-0.095593,0.048967,2.074734,0
1579,-0.096258,0.048952,2.009898,0
1580,-0.096820,0.048950,1.945063,0
1581,-0.097304,0.048950,1.880228,0
1582,-0.097725,0.048950,1.815392,0
1583,-0.098088,0.048950,1.750557,0
1584,-0.098402,0.048950,1.685721,0
1585,-0.098663,0.048950,1.620886,0
1586,-0.098884,0.048950,1.556050,0
1587,-0.099074,0.048950,1.491215,0
1588,-0.099235,0.048950,1.426380,0
1589,-0.099373,0.048950,1.361544,0
1590,-0.099486,0.048950,1.296709,0
1591,-0.099580,0.048950,1.231873,0
1592,-0.099659,0.048950,1.167038,0
1593,-0.099726,0.048950,1.102202,0
1594,-0.099782,0.048950,1.037367,0
1595,-0.099828,0.048950,0.972532,0
1596,-0.099865,0.048950,0.907696,0
1597,-0.099896,0.048950,0.842861,0
1598,-0.099921,0.048950,0.778025,0
1599,-0.099943,0.048950,0.713190,0
1600,-0.099960,0.048950,0.648354,0
1601,-0.099973,0.048950,0.583519,0
1602,-0.099985,0.048950,0.518683,0
1603,-0.099994,0.048950,0.453848,0
1604,-0.100000,0.048950,0.389013,0
1605,-0.100000,0.048950,0.324177,0
1606,-0.100000,0.048950,0.259342,0
1607,-0.100000,0.048950,0.194506,0
1608,-0.100000,0.048950,0.129671,0
1609,-0.100000,0.048950,0.064835,0
1610,-0.100000,0.048950,0.000000,0
